"InvEventFK","newtaxa","InvCount.sum"
"CBay13_0167","Robackia demeijerei",7
"CBay13_0167","Tanytarsus",1
"CBay13_0168","Amnicola limosa",3
"CBay13_0168","Arcteonais lomondi",3
"CBay13_0168","Cladotanytarsus mancus group",5
"CBay13_0168","Cladotanytarsus vanderwulpi",2
"CBay13_0168","Cryptochironomus",2
"CBay13_0168","Enchytraeidae",13
"CBay13_0168","Gammarus fasciatus",1
"CBay13_0168","Hygrobates",1
"CBay13_0168","Lebertia",2
"CBay13_0168","Limnesia",1
"CBay13_0168","Limnodrilus hoffmeisteri",30
"CBay13_0168","Pisidium fallax",15
"CBay13_0168","Polypedilum halterale group",5
"CBay13_0168","Polypedilum scalaenum group",8
"CBay13_0168","Polypedilum tuberculum",1
"CBay13_0168","Robackia demeijerei",12
"CBay13_0168","Spirosperma ferox",2
"CBay13_0168","Stempellina",6
"CBay13_0168","Tubificinae With setal hair chaeta",2
"CBay13_0168","Valvata tricarinata",3
"CBay13_0171","Ablabesmyia mallochi",2
"CBay13_0171","Amnicola limosa",13
"CBay13_0171","Caecidotea racovitzai",1
"CBay13_0171","Caenis hilaris",12
"CBay13_0171","Cladotanytarsus mancus group",42
"CBay13_0171","Cladotanytarsus vanderwulpi group Sp. 3",3
"CBay13_0171","Crassiclitellata",2
"CBay13_0171","Cryptochironomus",4
"CBay13_0171","Culicoides",1
"CBay13_0171","Demicryptochironomus",1
"CBay13_0171","Dicrotendipes",1
"CBay13_0171","Forelia",2
"CBay13_0171","Gammarus fasciatus",19
"CBay13_0171","Glyptotendipes",1
"CBay13_0171","Helisoma anceps",1
"CBay13_0171","Heterotrissocladius marcidus group",1
"CBay13_0171","Hyalella",2
"CBay13_0171","Lebertia",1
"CBay13_0171","Limnesia",1
"CBay13_0171","Manayunkia speciosa",232
"CBay13_0171","Micropsectra",2
"CBay13_0171","Nematoda",51
"CBay13_0171","Nilothauma",1
"CBay13_0171","Oecetis nocturna",2
"CBay13_0171","Piona",1
"CBay13_0171","Pisidium fallax",11
"CBay13_0171","Polycentropus",1
"CBay13_0171","Polypedilum halterale group",3
"CBay13_0171","Pseudochironomus",2
"CBay13_0171","Sparbarus maculatus",1
"CBay13_0171","Stictochironomus",56
"CBay13_0171","Tanytarsus",20
"CBay13_0171","Thienemanniella lobapodema",2
"CBay13_0172","Ablabesmyia annulata",1
"CBay13_0172","Arcteonais lomondi",8
"CBay13_0172","Arrenurus",1
"CBay13_0172","Bythotrephes longimanus",3
"CBay13_0172","Caecidotea racovitzai",3
"CBay13_0172","Cryptotendipes",1
"CBay13_0172","Diporeia",142
"CBay13_0172","Harnischia",2
"CBay13_0172","Heterotrissocladius marcidus group",2
"CBay13_0172","Hygrobates",3
"CBay13_0172","Limnodrilus hoffmeisteri",19
"CBay13_0172","Manayunkia speciosa",25
"CBay13_0172","Nematoda",20
"CBay13_0172","Piona",1
"CBay13_0172","Pisidium fallax",85
"CBay13_0172","Procladius",7
"CBay13_0172","Spirosperma ferox",202
"CBay13_0172","Stictochironomus",1
"CBay13_0172","Stylaria lacustris",1
"CBay13_0172","Tanytarsus",10
"CBay13_0172","Valvata lewisi",4
"CBay13_0174","Amnicola limosa",42
"CBay13_0174","Baetisca laurentina",1
"CBay13_0174","Bythotrephes longimanus",1
"CBay13_0174","Cincinnatia cincinnatiensis",1
"CBay13_0174","Cladotanytarsus mancus group",2
"CBay13_0174","Cladotanytarsus vanderwulpi group Sp. 3",3
"CBay13_0174","Cryptochironomus",5
"CBay13_0174","Demicryptochironomus",1
"CBay13_0174","Enchytraeidae",3
"CBay13_0174","Gammarus fasciatus",12
"CBay13_0174","Lebertia",3
"CBay13_0174","Limnodrilus hoffmeisteri",4
"CBay13_0174","Monodiamesa depectinata",5
"CBay13_0174","Mystacides sepulchralis",11
"CBay13_0174","Nanocladius balticus group",1
"CBay13_0174","Oecetis nocturna",1
"CBay13_0174","Paracladopelma",1
"CBay13_0174","Pisidium compressum",51
"CBay13_0174","Polypedilum halterale group",1
"CBay13_0174","Probezzia",2
"CBay13_0174","Procladius",1
"CBay13_0174","Pseudochironomus",1
"CBay13_0174","Spirosperma ferox",3
"CBay13_0174","Stempellina",1
"CBay13_0174","Stylodrilus heringianus",3
"CBay13_0174","Tanytarsus",3
"CBay13_0175","Ablabesmyia annulata",1
"CBay13_0175","Amnicola limosa",2
"CBay13_0175","Bythotrephes longimanus",5
"CBay13_0175","Caecidotea racovitzai",8
"CBay13_0175","Chironomus",1
"CBay13_0175","Cryptotendipes",2
"CBay13_0175","Diporeia",118
"CBay13_0175","Gammarus fasciatus",3
"CBay13_0175","Harnischia",2
"CBay13_0175","Heterotrissocladius marcidus group",15
"CBay13_0175","Hygrobates",4
"CBay13_0175","Limnodrilus hoffmeisteri",5
"CBay13_0175","Manayunkia speciosa",19
"CBay13_0175","Nematoda",10
"CBay13_0175","Parachironomus tenuicaudatus complex",1
"CBay13_0175","Paracladopelma",6
"CBay13_0175","Paralauterborniella nigrohalterale",4
"CBay13_0175","Pisidium henslowanum",115
"CBay13_0175","Pisidium lilljeborgi",1
"CBay13_0175","Procladius",51
"CBay13_0175","Sparganophilidae",1
"CBay13_0175","Sphaerium striatinum",1
"CBay13_0175","Spirosperma ferox",94
"CBay13_0175","Stempellinella",1
"CBay13_0175","Tanytarsus",2
"CBay13_0175","Valvata lewisi",6
"CBay13_0175","Valvata tricarinata",2
"CBay13_0175","Xenochironomus xenolabis",1
"CBay13_0176","Chironomus",38
"CBay13_0176","Cladotanytarsus vanderwulpi group Sp. 3",6
"CBay13_0176","Gammarus fasciatus",3
"CBay13_0176","Limnodrilus hoffmeisteri",1
"CBay13_0176","Lipinella",1
"CBay13_0176","Nais variabilis",5
"CBay13_0176","Paracladopelma",10
"CBay13_0176","Polypedilum halterale group",2
"CBay13_0176","Stictochironomus",2
"CBay13_0176","Stylaria lacustris",1
"CBay13_0176","Tanytarsus",1
"CBay13_0176","Tribelos jucundum",1
"CBay13_0177","Amnicola limosa",2
"CBay13_0177","Arcteonais lomondi",2
"CBay13_0177","Caenis hilaris",1
"CBay13_0177","Chironomus",1
"CBay13_0177","Cladotanytarsus vanderwulpi group Sp. 3",4
"CBay13_0177","Cryptochironomus",1
"CBay13_0177","Gammarus fasciatus",4
"CBay13_0177","Lebertia",1
"CBay13_0177","Limnodrilus hoffmeisteri",2
"CBay13_0177","Nematoda",1
"CBay13_0177","Oecetis nocturna",3
"CBay13_0177","Palmacorixa gillettei",1
"CBay13_0177","Piguetiella michiganensis",3
"CBay13_0177","Pisidium amnicum",15
"CBay13_0177","Pseudochironomus",30
"CBay13_0177","Sphaerium striatinum",4
"CBay13_0177","Stictochironomus",1
"CBay13_0177","Uncinais uncinata",2
"CBay13_0177","Valvata tricarinata",14
"CBay13_0179","Amnicola limosa",9
"CBay13_0179","Arcteonais lomondi",32
"CBay13_0179","Aulodrilus americanus",7
"CBay13_0179","Caecidotea racovitzai",16
"CBay13_0179","Caenis hilaris",1
"CBay13_0179","Cambaridae",1
"CBay13_0179","Cladotanytarsus mancus group",19
"CBay13_0179","Crassiclitellata",2
"CBay13_0179","Cryptochironomus",2
"CBay13_0179","Demicryptochironomus",2
"CBay13_0179","Dubiraphia",1
"CBay13_0179","Enchytraeidae",1
"CBay13_0179","Gammarus fasciatus",42
"CBay13_0179","Heterotrissocladius marcidus group",3
"CBay13_0179","Hexagenia limbata",5
"CBay13_0179","Hydra",10
"CBay13_0179","Lirceus",8
"CBay13_0179","Manayunkia speciosa",84
"CBay13_0179","Nematoda",48
"CBay13_0179","Nilothauma",1
"CBay13_0179","Pisidium fallax",42
"CBay13_0179","Polypedilum scalaenum group",5
"CBay13_0179","Procladius",16
"CBay13_0179","Sphaerium striatinum",6
"CBay13_0179","Spirosperma ferox",128
"CBay13_0179","Stylaria lacustris",2
"CBay13_0179","Tanytarsus",1
"CBay13_0179","Valvata tricarinata",2
"CBay13_0180","Arcteonais lomondi",3
"CBay13_0180","Chironomus",111
"CBay13_0180","Cladopelma",9
"CBay13_0180","Coelotanypus",1
"CBay13_0180","Cryptochironomus",2
"CBay13_0180","Dicrotendipes",4
"CBay13_0180","Gammarus fasciatus",23
"CBay13_0180","Glyptotendipes",1
"CBay13_0180","Gyraulus parvus",2
"CBay13_0180","Limnodrilus hoffmeisteri",21
"CBay13_0180","Musculium transversum",2
"CBay13_0180","Nais variabilis",1
"CBay13_0180","Nematoda",1
"CBay13_0180","Palmacorixa gillettei",1
"CBay13_0180","Piona",2
"CBay13_0180","Pisidium casertanum",1
"CBay13_0180","Polypedilum halterale group",2
"CBay13_0180","Procladius",37
"CBay13_0180","Stylaria lacustris",1
"CBay13_0180","Tanytarsus",88
"CBay13_0180","Tubificinae With setal hair chaeta",1
"CBay13_0180","Uncinais uncinata",173
"CBay13_0180","Valvata sincera",1
"CBay13_0182","Ablabesmyia annulata",1
"CBay13_0182","Amnicola limosa",51
"CBay13_0182","Cladotanytarsus mancus group",77
"CBay13_0182","Cryptochironomus",2
"CBay13_0182","Enchytraeidae",3
"CBay13_0182","Hygrobates",5
"CBay13_0182","Limnesia",1
"CBay13_0182","Limnodrilus hoffmeisteri",5
"CBay13_0182","Nais variabilis",86
"CBay13_0182","Nematoda",0
"CBay13_0182","Pisidium fallax",72
"CBay13_0182","Pisidium nitidum",1
"CBay13_0182","Pisidium walkeri",2
"CBay13_0182","Robackia demeijerei",2
"CBay13_0182","Sphaerium striatinum",8
"CBay13_0182","Stictochironomus",63
"CBay13_0182","Valvata sincera",1
"CBay13_0185","Amnicola limosa",48
"CBay13_0185","Arcteonais lomondi",4
"CBay13_0185","Campeloma decisum",1
"CBay13_0185","Cladotanytarsus mancus group",1
"CBay13_0185","Cryptochironomus",2
"CBay13_0185","Enchytraeidae",1
"CBay13_0185","Gammarus fasciatus",6
"CBay13_0185","Gyraulus parvus",13
"CBay13_0185","Limnesia",2
"CBay13_0185","Nematoda",4
"CBay13_0185","Pisidium casertanum",46
"CBay13_0185","Pisidium fallax",1
"CBay13_0185","Pisidium supinum",1
"CBay13_0185","Sphaerium striatinum",11
"CBay13_0185","Stictochironomus",2
"CBay13_0185","Tubificinae With setal hair chaeta",1
"CBay13_0185","Valvata tricarinata",1
"CBay13_0193","Actinobdella pediculata",1
"CBay13_0193","Amnicola limosa",11
"CBay13_0193","Arcteonais lomondi",1
"CBay13_0193","Caecidotea racovitzai",151
"CBay13_0193","Caenis hilaris",5
"CBay13_0193","Chironomus",5
"CBay13_0193","Cladotanytarsus mancus group",1
"CBay13_0193","Cryptochironomus",2
"CBay13_0193","Endochironomus",77
"CBay13_0193","Gammarus fasciatus",38
"CBay13_0193","Glyptotendipes",1
"CBay13_0193","Helobdella papillata",1
"CBay13_0193","Helobdella stagnalis",16
"CBay13_0193","Hyalella",40
"CBay13_0193","Hygrobates",2
"CBay13_0193","Lebertia",3
"CBay13_0193","Limnesia",1
"CBay13_0193","Limnodrilus cervix",609
"CBay13_0193","Limnodrilus hoffmeisteri",3
"CBay13_0193","Manayunkia speciosa",1
"CBay13_0193","Microtendipes pedellus group",1
"CBay13_0193","Musculium transversum",3
"CBay13_0193","Nanocladius crassicornus/rectinervis",3
"CBay13_0193","Nematoda",84
"CBay13_0193","Oecetis nocturna",4
"CBay13_0193","Parachironomus tenuicaudatus complex",1
"CBay13_0193","Phylocentropus placidus",79
"CBay13_0193","Pisidium fallax",1
"CBay13_0193","Pisidium lilljeborgi",24
"CBay13_0193","Platyhelminthes",4
"CBay13_0193","Polycentropus",7
"CBay13_0193","Polypedilum halterale group",2
"CBay13_0193","Procladius",34
"CBay13_0193","Promenetus exacuous",8
"CBay13_0193","Spirosperma ferox",55
"CBay13_0193","Stempellinella",1
"CBay13_0193","Stylaria lacustris",32
"CBay13_0193","Tanytarsus",35
"CBay13_0193","Torrenticola",1
"CBay13_0193","Triaenodes flavescens",2
"CBay13_0193","Tubificinae With setal hair chaeta",13
"CBay13_0197","Ablabesmyia annulata",1
"CBay13_0197","Arcteonais lomondi",3
"CBay13_0197","Cladotanytarsus vanderwulpi group Sp. 3",2
"CBay13_0197","Cryptochironomus",1
"CBay13_0197","Demicryptochironomus",1
"CBay13_0197","Enchytraeidae",1
"CBay13_0197","Ephemera simulans",1
"CBay13_0197","Gammarus fasciatus",33
"CBay13_0197","Helicopsyche borealis",3
"CBay13_0197","Limnodrilus hoffmeisteri",18
"CBay13_0197","Manayunkia speciosa",5
"CBay13_0197","Musculium transversum",1
"CBay13_0197","Physa",3
"CBay13_0197","Piguetiella michiganensis",14
"CBay13_0197","Pisidium henslowanum",1
"CBay13_0197","Platyhelminthes",1
"CBay13_0197","Pseudochironomus",1
"CBay13_0197","Sphaerium striatinum",50
"CBay13_0197","Spirosperma ferox",6
"CBay13_0197","Tanytarsus",1
"CBay13_0200","Ablabesmyia annulata",1
"CBay13_0200","Amnicola limosa",93
"CBay13_0200","Aulodrilus americanus",3
"CBay13_0200","Caecidotea racovitzai",311
"CBay13_0200","Cladotanytarsus Species Group A",2
"CBay13_0200","Coenagrionidae",1
"CBay13_0200","Corynoneura",2
"CBay13_0200","Crassiclitellata",3
"CBay13_0200","Cryptochironomus",1
"CBay13_0200","Dicrotendipes",36
"CBay13_0200","Ferrissia rivularis",1
"CBay13_0200","Gammarus fasciatus",54
"CBay13_0200","Gyraulus parvus",4
"CBay13_0200","Hyalella",40
"CBay13_0200","Hygrobates",1
"CBay13_0200","Lebertia",5
"CBay13_0200","Limnesia",3
"CBay13_0200","Lirceus",32
"CBay13_0200","Manayunkia speciosa",130
"CBay13_0200","Mideopsis",2
"CBay13_0200","Musculium transversum",2
"CBay13_0200","Nematoda",21
"CBay13_0200","Oecetis nocturna",1
"CBay13_0200","Oxyethira",2
"CBay13_0200","Paracladopelma",1
"CBay13_0200","Physa",5
"CBay13_0200","Pisidium casertanum",67
"CBay13_0200","Pisidium fallax",2
"CBay13_0200","Pisidium nitidum f. pauperculum",1
"CBay13_0200","Platyhelminthes",20
"CBay13_0200","Polypedilum halterale group",4
"CBay13_0200","Probezzia",4
"CBay13_0200","Promenetus exacuous",24
"CBay13_0200","Psectrocladius vernalis",1
"CBay13_0200","Spirosperma ferox",102
"CBay13_0200","Stempellinella",1
"CBay13_0200","Stylaria lacustris",15
"CBay13_0200","Tanytarsus",31
"CBay13_0200","Tubificinae With setal hair chaeta",1
"CBay13_0200","Unionicola",3
"CBay13_0200","Valvata tricarinata",6
"CBay13_0202","Chaetogaster limnaei",1
"CBay13_0202","Cladotanytarsus mancus group",1
"CBay13_0202","Enchytraeidae",1
"CBay13_0202","Pisidium fallax",6
"CBay13_0202","Robackia demeijerei",6
"CBay13_0202","Sphaerium striatinum",3
"CBay13_0202","Stictochironomus",3
"CBay13_0204","Amnicola limosa",4
"CBay13_0204","Caecidotea racovitzai",1
"CBay13_0204","Caenis hilaris",11
"CBay13_0204","Chironomus",1
"CBay13_0204","Cladotanytarsus mancus group",111
"CBay13_0204","Cladotanytarsus Species Group B",2
"CBay13_0204","Cladotanytarsus vanderwulpi group Sp. 3",3
"CBay13_0204","Cryptochironomus",4
"CBay13_0204","Gammarus fasciatus",3
"CBay13_0204","Gyraulus parvus",2
"CBay13_0204","Heterotrissocladius marcidus group",2
"CBay13_0204","Lebertia",1
"CBay13_0204","Limnesia",1
"CBay13_0204","Limnodrilus hoffmeisteri",3
"CBay13_0204","Lymnaea",8
"CBay13_0204","Nais variabilis",1
"CBay13_0204","Nematoda",3
"CBay13_0204","Pagastiella",3
"CBay13_0204","Palmacorixa gillettei",5
"CBay13_0204","Paracladopelma",1
"CBay13_0204","Paratanytarsus",1
"CBay13_0204","Piona",1
"CBay13_0204","Pisidium amnicum",3
"CBay13_0204","Pisidium compressum",8
"CBay13_0204","Pisidium fallax",521
"CBay13_0204","Pisidium henslowanum",5
"CBay13_0204","Pisidium lilljeborgi f. cristatum",1
"CBay13_0204","Pisidium nitidum f. pauperculum",1
"CBay13_0204","Polypedilum scalaenum group",2
"CBay13_0204","Probezzia",2
"CBay13_0204","Prodiamesa olivacea",1
"CBay13_0204","Pseudochironomus",3
"CBay13_0204","Spirosperma ferox",21
"CBay13_0204","Stictochironomus",84
"CBay13_0204","Tanytarsus",1
"CBay13_0204","Valvata tricarinata",1
"CBay13_0205","Ablabesmyia mallochi",3
"CBay13_0205","Amnicola limosa",18
"CBay13_0205","Aulodrilus americanus",156
"CBay13_0205","Caenis hilaris",23
"CBay13_0205","Cladotanytarsus vanderwulpi group sp. 3",3
"CBay13_0205","Crassiclitellata",1
"CBay13_0205","Cryptochironomus",3
"CBay13_0205","Desserobdella phalera",1
"CBay13_0205","Ephemera simulans",11
"CBay13_0205","Gammarus fasciatus",27
"CBay13_0205","Glyptotendipes",1
"CBay13_0205","Gyraulus parvus",2
"CBay13_0205","Helicopsyche borealis",2
"CBay13_0205","Helobdella papillata",1
"CBay13_0205","Hydra",2
"CBay13_0205","Hygrobates",1
"CBay13_0205","Limnesia",1
"CBay13_0205","Lymnaea",1
"CBay13_0205","Manayunkia speciosa",128
"CBay13_0205","Nematoda",18
"CBay13_0205","Oecetis inconspicua complex sp. A",3
"CBay13_0205","Oecetis nocturna",12
"CBay13_0205","Parachironomus tenuicaudatus complex",2
"CBay13_0205","Physa",5
"CBay13_0205","Pisidium amnicum",113
"CBay13_0205","Pisidium casertanum",1
"CBay13_0205","Pisidium dubium",4
"CBay13_0205","Pisidium fallax",2
"CBay13_0205","Pisidium nitidum f. pauperculum",1
"CBay13_0205","Platyhelminthes",16
"CBay13_0205","Procladius",2
"CBay13_0205","Prostoma",1
"CBay13_0205","Sparbarus maculatus",3
"CBay13_0205","Spirosperma ferox",2
"CBay13_0205","Stictochironomus",49
"CBay13_0205","Stylaria lacustris",1
"CBay13_0205","Tanytarsus",4
"CBay13_0205","Thienemanniella xena",1
"CBay13_0205","Valvata tricarinata",1
"CBay13_0207","Bythotrephes longimanus",2
"CBay13_0207","Cladotanytarsus vanderwulpi group Sp. 3",1
"CBay13_0207","Enchytraeidae",5
"CBay13_0207","Gammarus fasciatus",1
"CBay13_0207","Helobdella stagnalis",1
"CBay13_0207","Limnesia",2
"CBay13_0207","Limnodrilus hoffmeisteri",1
"CBay13_0207","Nematoda",1
"CBay13_0207","Parachironomus tenuicaudatus complex",1
"CBay13_0207","Pisidium nitidum f. pauperculum",3
"CBay13_0207","Probezzia",1
"CBay13_0207","Robackia demeijerei",1
"CBay13_0207","Uncinais uncinata",1
"CBay13_0209","Ablabesmyia annulata",1
"CBay13_0209","Amnicola limosa",1
"CBay13_0209","Caenis hilaris",3
"CBay13_0209","Cladotanytarsus vanderwulpi group Sp. 3",3
"CBay13_0209","Cryptochironomus",11
"CBay13_0209","Dicrotendipes",2
"CBay13_0209","Gammarus fasciatus",7
"CBay13_0209","Hyalella",1
"CBay13_0209","Hygrobates",1
"CBay13_0209","Lebertia",1
"CBay13_0209","Limnodrilus hoffmeisteri",10
"CBay13_0209","Lymnaea",49
"CBay13_0209","Mystacides sepulchralis",1
"CBay13_0209","Nematoda",2
"CBay13_0209","Oecetis nocturna",3
"CBay13_0209","Parachironomus tenuicaudatus complex",3
"CBay13_0209","Paracladopelma",2
"CBay13_0209","Physa",1
"CBay13_0209","Piona",3
"CBay13_0209","Pisidium ferrugineum",39
"CBay13_0209","Platyhelminthes",1
"CBay13_0209","Pseudochironomus",22
"CBay13_0209","Sphaerium striatinum",9
"CBay13_0209","Stylaria lacustris",21
"CBay13_0209","Tubificinae With setal hair chaeta",9
"CBay13_0212","Ablabesmyia mallochi",1
"CBay13_0212","Cincinnatia cincinnatiensis",6
"CBay13_0212","Cladotanytarsus mancus group",8
"CBay13_0212","Cladotanytarsus Species Group B",1
"CBay13_0212","Cryptochironomus",3
"CBay13_0212","Demicryptochironomus",4
"CBay13_0212","Gammarus fasciatus",35
"CBay13_0212","Hygrobates",1
"CBay13_0212","Lebertia",2
"CBay13_0212","Limnodrilus hoffmeisteri",136
"CBay13_0212","Manayunkia speciosa",105
"CBay13_0212","Mideopsis",1
"CBay13_0212","Nematoda",2
"CBay13_0212","Oecetis cinerascens",1
"CBay13_0212","Oecetis nocturna",4
"CBay13_0212","Paracladopelma",5
"CBay13_0212","Physa",1
"CBay13_0212","Pisidium fallax",3
"CBay13_0212","Platyhelminthes",24
"CBay13_0212","Polycentropus",1
"CBay13_0212","Probythinella lacustris",1
"CBay13_0212","Procladius",4
"CBay13_0212","Sparbarus lacustris",1
"CBay13_0212","Sphaerium striatinum",4
"CBay13_0212","Stempellinella",1
"CBay13_0212","Tanytarsus",1
"CBay13_0212","Tubificinae With setal hair chaeta",3
"CBay13_0212","Valvata tricarinata",9
"CBay13_0213","Amnicola limosa",56
"CBay13_0213","Caenis hilaris",1
"CBay13_0213","Campeloma decisum",1
"CBay13_0213","Cincinnatia cincinnatiensis",1
"CBay13_0213","Cladotanytarsus vanderwulpi group Sp. 3",3
"CBay13_0213","Cryptochironomus",4
"CBay13_0213","Gyraulus parvus",5
"CBay13_0213","Limnodrilus hoffmeisteri",11
"CBay13_0213","Lymnaea",2
"CBay13_0213","Nematoda",2
"CBay13_0213","Oecetis nocturna",38
"CBay13_0213","Physa",1
"CBay13_0213","Piona",1
"CBay13_0213","Pisidium fallax",4
"CBay13_0213","Polypedilum scalaenum group",1
"CBay13_0213","Pseudochironomus",8
"CBay13_0213","Sparganophilidae",9
"CBay13_0213","Sphaerium striatinum",43
"CBay13_0213","Stictochironomus",2
"CBay13_0213","Stylaria lacustris",1
"CBay13_0213","Tubificinae With setal hair chaeta",7
"CBay13_0213","Uncinais uncinata",1
"CBay13_0213","Valvata tricarinata",7
"CBay13_0224","Caenis hilaris",1
"CBay13_0224","Cincinnatia cincinnatiensis",2
"CBay13_0224","Cladotanytarsus mancus group",4
"CBay13_0224","Cladotanytarsus Species Group B",1
"CBay13_0224","Cladotanytarsus vanderwulpi group Sp. 3",9
"CBay13_0224","Cryptochironomus",2
"CBay13_0224","Gammarus fasciatus",11
"CBay13_0224","Helobdella stagnalis",3
"CBay13_0224","Lebertia",1
"CBay13_0224","Limnodrilus hoffmeisteri",17
"CBay13_0224","Lymnaea",8
"CBay13_0224","Manayunkia speciosa",80
"CBay13_0224","Marstonia lustrica",7
"CBay13_0224","Molanna flavicornis",2
"CBay13_0224","Musculium transversum",2
"CBay13_0224","Nematoda",40
"CBay13_0224","Phylocentropus placidus",2
"CBay13_0224","Piona",1
"CBay13_0224","Pisidium dubium",1
"CBay13_0224","Pisidium lilljeborgi f. cristatum",1
"CBay13_0224","Pisidium nitidum f. pauperculum",14
"CBay13_0224","Potthastia longimana",1
"CBay13_0224","Probezzia",1
"CBay13_0224","Procladius",1
"CBay13_0224","Sparbarus lacustris",6
"CBay13_0224","Sphaerium nitidum",2
"CBay13_0224","Sphaerium striatinum",52
"CBay13_0224","Spirosperma ferox",5
"CBay13_0224","Stempellinella",1
"CBay13_0224","Stictochironomus",2
"CBay13_0224","Tanytarsus",15
"CBay13_0224","Valvata tricarinata",6
"CBay13_0231","Amnicola limosa",34
"CBay13_0231","Bythotrephes longimanus",1
"CBay13_0231","Cincinnatia cincinnatiensis",2
"CBay13_0231","Cryptochironomus",1
"CBay13_0231","Gammarus fasciatus",1
"CBay13_0231","Limnodrilus hoffmeisteri",9
"CBay13_0231","Monodiamesa bathyphila",2
"CBay13_0231","Oecetis nocturna",1
"CBay13_0231","Palmacorixa gillettei",2
"CBay13_0231","Pisidium fallax",42
"CBay13_0231","Pisidium nitidum f. pauperculum",2
"CBay13_0231","Platyhelminthes",1
"CBay13_0231","Polypedilum halterale group",1
"CBay13_0231","Procladius",2
"CBay13_0231","Robackia demeijerei",28
"CBay13_0231","Uncinais uncinata",2
"CBay13_0235","Cryptochironomus",1
"CBay13_0235","Lebertia",1
"CBay13_0235","Palmacorixa gillettei",1
"CBay13_0235","Robackia demeijerei",5
"CBay13_0238","Amnicola limosa",53
"CBay13_0238","Bythotrephes longimanus",2
"CBay13_0238","Caecidotea racovitzai",1
"CBay13_0238","Cladotanytarsus mancus group",15
"CBay13_0238","Cladotanytarsus Species Group A",1
"CBay13_0238","Cladotanytarsus vanderwulpi group Sp. 3",3
"CBay13_0238","Cryptochironomus",4
"CBay13_0238","Demicryptochironomus",2
"CBay13_0238","Enchytraeidae",6
"CBay13_0238","Gammarus fasciatus",2
"CBay13_0238","Hyalella",2
"CBay13_0238","Lebertia",3
"CBay13_0238","Limnodrilus hoffmeisteri",12
"CBay13_0238","Monodiamesa bathyphila",4
"CBay13_0238","Oecetis nocturna",2
"CBay13_0238","Pisidium nitidum f. pauperculum",45
"CBay13_0238","Pisidium subtruncatum",2
"CBay13_0238","Polypedilum scalaenum group",2
"CBay13_0238","Potthastia longimana",1
"CBay13_0238","Probezzia",1
"CBay13_0238","Procladius",15
"CBay13_0238","Pseudochironomus",1
"CBay13_0238","Robackia demeijerei",3
"CBay13_0238","Sphaerium striatinum",1
"CBay13_0238","Stempellinella",1
"CBay13_0238","Stylodrilus heringianus",4
"CBay13_0238","Tanytarsus",15
"CBay13_0238","Tubificinae With setal hair chaeta",1
"CBay13_0240","Bezzia/Palpomyia",1
"CBay13_0240","Caenis hilaris",1
"CBay13_0240","Chironomus",173
"CBay13_0240","Cladotanytarsus vanderwulpi group Sp. 3",24
"CBay13_0240","Cryptochironomus",4
"CBay13_0240","Gammarus fasciatus",18
"CBay13_0240","Helobdella stagnalis",1
"CBay13_0240","Limnodrilus hoffmeisteri",3
"CBay13_0240","Lipinella",2
"CBay13_0240","Nais variabilis",37
"CBay13_0240","Nematoda",1
"CBay13_0240","Paracladopelma",5
"CBay13_0240","Pisidium fallax",4
"CBay13_0240","Stictochironomus",2
"CBay13_0240","Tanytarsus",1
"CBay13_0244","Amnicola limosa",4
"CBay13_0244","Chironomus",1
"CBay13_0244","Cladotanytarsus mancus group",73
"CBay13_0244","Cladotanytarsus vanderwulpi group Sp. 3",3
"CBay13_0244","Cryptochironomus",58
"CBay13_0244","Helobdella stagnalis",1
"CBay13_0244","Hygrobates",1
"CBay13_0244","Limnodrilus hoffmeisteri",3
"CBay13_0244","Nais variabilis",140
"CBay13_0244","Paracladopelma",1
"CBay13_0244","Pisidium fallax",10
"CBay13_0244","Polypedilum scalaenum group",2
"CBay13_0244","Stictochironomus",1
"CBay13_0244","Stylaria lacustris",1
"CBay13_0244","Tanytarsus",6
"CBay13_0244","Tubificinae With setal hair chaeta",3
"CBay13_0244","Valvata tricarinata",3
"CBay13_0257","Ablabesmyia annulata",1
"CBay13_0257","Amnicola limosa",49
"CBay13_0257","Caenis hilaris",33
"CBay13_0257","Chironomus",2
"CBay13_0257","Cincinnatia cincinnatiensis",1
"CBay13_0257","Cladotanytarsus mancus group",4
"CBay13_0257","Cladotanytarsus vanderwulpi group Sp. 3",3
"CBay13_0257","Cryptochironomus",48
"CBay13_0257","Enchytraeidae",1
"CBay13_0257","Erpobdellidae",2
"CBay13_0257","Gammarus fasciatus",33
"CBay13_0257","Helicopsyche borealis",1
"CBay13_0257","Helobdella stagnalis",9
"CBay13_0257","Lebertia",3
"CBay13_0257","Limnodrilus hoffmeisteri",8
"CBay13_0257","Manayunkia speciosa",13
"CBay13_0257","Nematoda",23
"CBay13_0257","Oecetis nocturna",1
"CBay13_0257","Paracladopelma",1
"CBay13_0257","Phylocentropus placidus",4
"CBay13_0257","Piona",1
"CBay13_0257","Pisidium dubium",248
"CBay13_0257","Pisidium henslowanum",1
"CBay13_0257","Potthastia longimana",1
"CBay13_0257","Procladius",3
"CBay13_0257","Psectrocladius vernalis",6
"CBay13_0257","Pseudochironomus",3
"CBay13_0257","Sparbarus maculatus",3
"CBay13_0257","Sparganophilidae",3
"CBay13_0257","Sphaerium striatinum",41
